week_date,year,month,week_of_year,week_of_month,period,category_name,subcategory_name,metric_order,gl_name,gl_number,mtd,ytd,ttm,wtd,predicted_wtd
2022-10-16,2022,10,41,3,P10-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-160565.76,-45032877.59,-52678187.33,-36996.71889,-36996.71898
2022-10-23,2022,10,42,4,P10-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-160565.76,-45032877.59,-52678187.33,-36996.71889,-36996.72694
2022-10-30,2022,10,43,5,P10-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-160565.76,-45032877.59,-52678187.33,-36996.71889,-39360.40086
2022-11-06,2022,11,44,1,P11-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-172275.06,-50074060.37,-53904212.78,-39694.71429,-36994.36636
2022-11-13,2022,11,45,2,P11-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-172275.06,-50074060.37,-53904212.78,-39694.71429,-39694.24984
2022-11-20,2022,11,46,3,P11-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-172275.06,-50074060.37,-53904212.78,-39694.71429,-39694.71424
2022-11-27,2022,11,47,4,P11-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-172275.06,-50074060.37,-53904212.78,-39694.71429,-39694.73503
2022-12-04,2022,12,48,1,P12-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-222797.16,-55255562.15,-55255562.15,-51335.75115,-50762.09923
2022-12-11,2022,12,49,2,P12-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-222797.16,-55255562.15,-55255562.15,-51335.75115,-51335.67324
2022-12-18,2022,12,50,3,P12-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-222797.16,-55255562.15,-55255562.15,-51335.75115,-51335.75114
2022-12-25,2022,12,51,4,P12-22,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-222797.16,-55255562.15,-55255562.15,-51335.75115,-51335.71185
2023-01-01,2023,1,52,1,P1-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-5555419.66,-56617472.56,0,-63317.43016
2023-01-08,2023,1,1,2,P1-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-5555419.66,-56617472.56,0,-63317.15857
2023-01-15,2023,1,2,3,P1-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-5555419.66,-56617472.56,0,-63317.15858
2023-01-22,2023,1,3,4,P1-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-5555419.66,-56617472.56,0,-63317.15858
2023-01-29,2023,1,4,5,P1-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-5555419.66,-56617472.56,0,-63317.15858
2023-02-05,2023,2,5,1,P2-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-11017821.77,-57966599.97,0,-63317.15858
2023-02-12,2023,2,6,2,P2-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-11017821.77,-57966599.97,0,-63317.15858
2023-02-19,2023,2,7,3,P2-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-11017821.77,-57966599.97,0,-63317.15417
2023-02-26,2023,2,8,4,P2-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-11017821.77,-57966599.97,0,-61889.23538
2023-03-05,2023,3,9,1,P3-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-16480223.88,-59426028.94,0,-61889.23097
2023-03-12,2023,3,10,2,P3-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-16480223.88,-59426028.94,0,-61889.23097
2023-03-19,2023,3,11,3,P3-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-16480223.88,-59426028.94,0,-61889.23097
2023-03-26,2023,3,12,4,P3-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-16480223.88,-59426028.94,0,-61889.23097
2023-04-02,2023,4,13,1,P4-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-21812234.84,-60853758.76,0,-61889.23097
2023-04-09,2023,4,14,2,P4-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-21812234.84,-60853758.76,0,-61889.23097
2023-04-16,2023,4,15,3,P4-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-21812234.84,-60853758.76,0,-61889.23097
2023-04-23,2023,4,16,4,P4-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-21812234.84,-60853758.76,0,-61889.2781
2023-04-30,2023,4,17,5,P4-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,-21812234.84,-60853758.76,0,25034.6314
2023-05-07,2023,5,18,1,P5-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-991029.47,-28069909.06,-62574946.5,-228347.8041,25034.58427
2023-05-14,2023,5,19,2,P5-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-991029.47,-28069909.06,-62574946.5,-228347.8041,25034.58427
2023-05-21,2023,5,20,3,P5-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-991029.47,-28069909.06,-62574946.5,-228347.8041,25034.58426
2023-05-28,2023,5,21,4,P5-23,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,-991029.47,-28069909.06,-62574946.5,-228347.8041,25034.51209
2023-06-04,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-70669.82323
2023-06-11,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-70669.89541
2023-06-18,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-70669.89541
2023-06-25,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-70669.80558
2023-07-02,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-48874.80923
2023-07-09,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-48874.71941
2023-07-16,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-48874.7194
2023-07-23,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-48874.72134
2023-07-30,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-49400.84824
2023-08-06,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-49087.7903
2023-08-13,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-49087.79047
2023-08-20,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-49087.79047
2023-08-27,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-49087.7928
2023-09-03,,,,,,Assets,Cash flow from Operating Activities,2,ACC DEP-EQUIPMENT,12304,0,0,0,0,-41238.6504
2020-01-05,2020,1,1,1,P1-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-17702.36,-1576728.47,-1576728.47,-4078.884793,0
2020-01-12,2020,1,2,2,P1-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-17702.36,-1576728.47,-1576728.47,-4078.884793,-4078.889835
2020-01-19,2020,1,3,3,P1-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-17702.36,-1576728.47,-1576728.47,-4078.884793,-4078.884793
2020-01-26,2020,1,4,4,P1-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-17702.36,-1576728.47,-1576728.47,-4078.884793,-4078.884793
2020-02-02,2020,2,5,1,P2-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-17702.36,-3171159.3,-3171159.3,-4078.884793,-4078.884793
2020-02-09,2020,2,6,2,P2-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-17702.36,-3171159.3,-3171159.3,-4078.884793,-4078.884793
2020-02-16,2020,2,7,3,P2-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-17702.36,-3171159.3,-3171159.3,-4078.884793,-4078.884793
2020-02-23,2020,2,8,4,P2-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-17702.36,-3171159.3,-3171159.3,-4078.884793,-4078.884793
2020-03-01,2020,3,9,1,P3-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-4765590.13,-4765590.13,0,-4078.884793
2020-03-08,2020,3,10,2,P3-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-4765590.13,-4765590.13,0,-0.002428435
2020-03-15,2020,3,11,3,P3-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-4765590.13,-4765590.13,0,-1.05E-08
2020-03-22,2020,3,12,4,P3-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-4765590.13,-4765590.13,0,-4.50E-14
2020-03-29,2020,3,13,5,P3-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-4765590.13,-4765590.13,0,-1.94E-19
2020-04-05,2020,4,14,1,P4-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-6360020.96,-6360020.96,0,-8.34E-25
2020-04-12,2020,4,15,2,P4-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-6360020.96,-6360020.96,0,-3.59E-30
2020-04-19,2020,4,16,3,P4-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-6360020.96,-6360020.96,0,-1.54E-35
2020-04-26,2020,4,17,4,P4-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-6360020.96,-6360020.96,0,-6.65E-41
2020-05-03,2020,5,18,1,P5-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-7954451.79,-7954451.79,0,-2.86E-46
2020-05-10,2020,5,19,2,P5-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-7954451.79,-7954451.79,0,-1.23E-51
2020-05-17,2020,5,20,3,P5-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-7954451.79,-7954451.79,0,-5.30E-57
2020-05-24,2020,5,21,4,P5-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-7954451.79,-7954451.79,0,-2.28E-62
2020-05-31,2020,5,22,5,P5-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-7954451.79,-7954451.79,0,-9.82E-68
2020-06-07,2020,6,23,1,P6-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-321482.51,-9870365.13,-9870365.13,-74074.31106,-4.23E-73
2020-06-14,2020,6,24,2,P6-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-321482.51,-9870365.13,-9870365.13,-74074.31106,-74074.26696
2020-06-21,2020,6,25,3,P6-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-321482.51,-9870365.13,-9870365.13,-74074.31106,-74074.31106
2020-06-28,2020,6,26,4,P6-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-321482.51,-9870365.13,-9870365.13,-74074.31106,-74074.31106
2020-07-05,2020,7,27,1,P7-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59195.77,-11845474.24,-11845474.24,-13639.57834,-74074.31106
2020-07-12,2020,7,28,2,P7-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59195.77,-11845474.24,-11845474.24,-13639.57834,-13639.61432
2020-07-19,2020,7,29,3,P7-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59195.77,-11845474.24,-11845474.24,-13639.57834,-13639.57834
2020-07-26,2020,7,30,4,P7-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59195.77,-11845474.24,-11845474.24,-13639.57834,-13639.57834
2020-08-02,2020,8,31,1,P8-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59110.12,-13879693.47,-13879693.47,-13619.84332,-13639.57834
2020-08-09,2020,8,32,2,P8-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59110.12,-13879693.47,-13879693.47,-13619.84332,-13619.84333
2020-08-16,2020,8,33,3,P8-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59110.12,-13879693.47,-13879693.47,-13619.84332,-13619.84332
2020-08-23,2020,8,34,4,P8-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59110.12,-13879693.47,-13879693.47,-13619.84332,-13619.84332
2020-08-30,2020,8,35,5,P8-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59110.12,-13879693.47,-13879693.47,-13619.84332,-13619.84332
2020-09-06,2020,9,36,1,P9-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-73708.61,-15987621.31,-15987621.31,-16983.55069,-13619.84332
2020-09-13,2020,9,37,2,P9-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-73708.61,-15987621.31,-15987621.31,-16983.55069,-16983.54869
2020-09-20,2020,9,38,3,P9-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-73708.61,-15987621.31,-15987621.31,-16983.55069,-16983.55069
2020-09-27,2020,9,39,4,P9-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-73708.61,-15987621.31,-15987621.31,-16983.55069,-16983.55069
2020-10-04,2020,10,40,1,P10-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,880.99,-18094668.16,-18094668.16,202.9930876,-16983.55069
2020-10-11,2020,10,41,2,P10-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,880.99,-18094668.16,-18094668.16,202.9930876,202.9828552
2020-10-18,2020,10,42,3,P10-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,880.99,-18094668.16,-18094668.16,202.9930876,202.9930875
2020-10-25,2020,10,43,4,P10-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,880.99,-18094668.16,-18094668.16,202.9930876,202.9930876
2020-11-01,2020,11,44,1,P11-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-551.56,-20202266.57,-20202266.57,-127.0875576,202.9930876
2020-11-08,2020,11,45,2,P11-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-551.56,-20202266.57,-20202266.57,-127.0875576,-127.0873611
2020-11-15,2020,11,46,3,P11-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-551.56,-20202266.57,-20202266.57,-127.0875576,-127.0875576
2020-11-22,2020,11,47,4,P11-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-551.56,-20202266.57,-20202266.57,-127.0875576,-127.0875576
2020-11-29,2020,11,48,5,P11-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-551.56,-20202266.57,-20202266.57,-127.0875576,-127.0875576
2020-12-06,2020,12,49,1,P12-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-230855.19,-22540720.17,-22540720.17,-53192.44009,-127.0875576
2020-12-13,2020,12,50,2,P12-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-230855.19,-22540720.17,-22540720.17,-53192.44009,-53192.4085
2020-12-20,2020,12,51,3,P12-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-230855.19,-22540720.17,-22540720.17,-53192.44009,-53192.44009
2020-12-27,2020,12,52,4,P12-20,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-230855.19,-22540720.17,-22540720.17,-53192.44009,-53192.44009
2021-01-03,2021,1,53,1,P1-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-2338453.6,-23302445.3,0,-55477.09402
2021-01-10,2021,1,1,2,P1-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-2338453.6,-23302445.3,0,-0.038136411
2021-01-17,2021,1,2,3,P1-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-2338453.6,-23302445.3,0,-1.64E-07
2021-01-24,2021,1,3,4,P1-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-2338453.6,-23302445.3,0,-6.72E-13
2021-01-31,2021,1,4,5,P1-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-2338453.6,-23302445.3,0,5.42E-11
2021-02-07,2021,2,5,1,P2-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-4676907.2,-24046468.07,0,9.50E-16
2021-02-14,2021,2,6,2,P2-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-4676907.2,-24046468.07,0,2.21E-10
2021-02-21,2021,2,7,3,P2-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-4676907.2,-24046468.07,0,5.14E-05
2021-02-28,2021,2,8,4,P2-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-4676907.2,-24046468.07,0,-1374.331902
2021-03-07,2021,3,9,1,P3-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-7015360.8,-24790490.84,0,-0.00076479
2021-03-14,2021,3,10,2,P3-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-7015360.8,-24790490.84,0,-3.26E-09
2021-03-21,2021,3,11,3,P3-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-7015360.8,-24790490.84,0,-1.39E-14
2021-03-28,2021,3,12,4,P3-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-7015360.8,-24790490.84,0,-5.92E-20
2021-04-04,2021,4,13,1,P4-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-9353814.4,-25534513.61,0,-2.52E-25
2021-04-11,2021,4,14,2,P4-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-9353814.4,-25534513.61,0,-1.08E-30
2021-04-18,2021,4,15,3,P4-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-9353814.4,-25534513.61,0,-1.05E-35
2021-04-25,2021,4,16,4,P4-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-9353814.4,-25534513.61,0,-1.38E-30
2021-05-02,2021,5,17,1,P5-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-11692268,-26278536.38,0,-3.20E-25
2021-05-09,2021,5,18,2,P5-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-11692268,-26278536.38,0,-7.44E-20
2021-05-16,2021,5,19,3,P5-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-11692268,-26278536.38,0,-1.73E-14
2021-05-23,2021,5,20,4,P5-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-11692268,-26278536.38,0,-4.02E-09
2021-05-30,2021,5,21,5,P5-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-11692268,-26278536.38,0,-0.000933214
2021-06-06,2021,6,22,1,P6-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-400044.16,-14430765.76,-27101120.8,-92176.07373,24958.46144
2021-06-13,2021,6,23,2,P6-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-400044.16,-14430765.76,-27101120.8,-92176.07373,-92176.0051
2021-06-20,2021,6,24,3,P6-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-400044.16,-14430765.76,-27101120.8,-92176.07373,-92176.07373
2021-06-27,2021,6,25,4,P6-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-400044.16,-14430765.76,-27101120.8,-92176.07373,-92176.07297
2021-07-04,2021,7,26,1,P7-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-62081.64,-17172389.47,-27867635.4,-14304.52535,-112538.8409
2021-07-11,2021,7,27,2,P7-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-62081.64,-17172389.47,-27867635.4,-14304.52535,-14304.58292
2021-07-18,2021,7,28,3,P7-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-62081.64,-17172389.47,-27867635.4,-14304.52535,-14304.52535
2021-07-25,2021,7,29,4,P7-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-62081.64,-17172389.47,-27867635.4,-14304.52535,-14304.52535
2021-08-01,2021,8,30,1,P8-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-62037.32,-19976050.5,-28637077.2,-14294.31336,-14311.17483
2021-08-08,2021,8,31,2,P8-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-62037.32,-19976050.5,-28637077.2,-14294.31336,-14294.31337
2021-08-15,2021,8,32,3,P8-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-62037.32,-19976050.5,-28637077.2,-14294.31336,-14294.31336
2021-08-22,2021,8,33,4,P8-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-62037.32,-19976050.5,-28637077.2,-14294.31336,-14294.31336
2021-08-29,2021,8,34,5,P8-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-62037.32,-19976050.5,-28637077.2,-14294.31336,-14294.31341
2021-09-05,2021,9,35,1,P9-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-52308.43,-22807428.9,-29360527.76,-12052.63364,-13160.95202
2021-09-12,2021,9,36,2,P9-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-52308.43,-22807428.9,-29360527.76,-12052.63364,-12052.63434
2021-09-19,2021,9,37,3,P9-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-52308.43,-22807428.9,-29360527.76,-12052.63364,-12052.63364
2021-09-26,2021,9,38,4,P9-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-52308.43,-22807428.9,-29360527.76,-12052.63364,-12052.63342
2021-10-03,2021,10,39,1,P10-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-61460.35,-25581522.38,-30027574.39,-14161.37097,-17843.43593
2021-10-10,2021,10,40,2,P10-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-61460.35,-25581522.38,-30027574.39,-14161.37097,-14161.37294
2021-10-17,2021,10,41,3,P10-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-61460.35,-25581522.38,-30027574.39,-14161.37097,-14161.37097
2021-10-24,2021,10,42,4,P10-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-61460.35,-25581522.38,-30027574.39,-14161.37097,-14161.37097
2021-10-31,2021,10,43,5,P10-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-61460.35,-25581522.38,-30027574.39,-14161.37097,-14050.15421
2021-11-07,2021,11,44,1,P11-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59913.97,-28357898.54,-30696352.14,-13805.06221,-14161.37091
2021-11-14,2021,11,45,2,P11-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59913.97,-28357898.54,-30696352.14,-13805.06221,-13805.06242
2021-11-21,2021,11,46,3,P11-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59913.97,-28357898.54,-30696352.14,-13805.06221,-13805.06221
2021-11-28,2021,11,47,4,P11-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-59913.97,-28357898.54,-30696352.14,-13805.06221,-13805.06288
2021-12-05,2021,12,48,1,P12-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-55457.45,-31159712.28,-31159712.28,-12778.21429,4074.679578
2021-12-12,2021,12,49,2,P12-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-55457.45,-31159712.28,-31159712.28,-12778.21429,-12778.20495
2021-12-19,2021,12,50,3,P12-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-55457.45,-31159712.28,-31159712.28,-12778.21429,-12778.21429
2021-12-26,2021,12,51,4,P12-21,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,-55457.45,-31159712.28,-31159712.28,-12778.21429,-12778.21359
2022-01-02,2022,1,52,1,P1-22,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-3020657.08,-31841915.76,0,-33978.49132
2022-01-09,2022,1,1,2,P1-22,Assets,Cash flow from Operating Activities,2,ACC DEP-FURNITURE & FIXTURES,12302,0,-3020657.08,-31841915.76,0,-0.024461977
